"group";"sex";"nationality";"age";"house_size";"A";"single";"married";"separated";"widowed";"divorced";"edu0";"edu1";"edu2";"edu3";"y";"p_score"
17;1;1;74;3;1;0;1;0;0;0;0;1;0;0;9,83212580605043;0,992095226140143
17;1;1;75;5;1;0;1;0;0;0;0;1;0;0;9,32164319679142;0,987984607762499
17;0;1;34;3;1;1;0;0;0;0;0;0;0;1;9,91332786644656;0,855379998577807
17;1;1;67;1;1;0;0;0;1;0;0;1;0;0;9,68165564064671;0,965089612095285
17;0;1;50;1;1;0;0;0;0;1;0;0;0;1;10,187274549019;0,926096177890459
17;1;1;29;1;0;1;0;0;0;0;0;0;1;0;9,69103663076066;0,608623256675467
17;0;0;51;1;0;1;0;0;0;0;0;1;0;0;9,27387839278017;0,669948049931938
17;1;1;60;3;1;0;1;0;0;0;0;1;0;0;9,87996300748917;0,978998826212493
17;1;1;64;2;1;0;1;0;0;0;0;1;0;0;9,59660000801549;0,932906886029832
17;0;1;24;1;1;1;0;0;0;0;0;0;1;0;10,0880981541336;0,561616850064306
17;1;1;35;2;1;0;1;0;0;0;0;0;1;0;9,80682979831111;0,926735985195507
17;0;1;52;3;1;0;1;0;0;0;0;0;1;0;10,110318778358;0,953845324270057
17;1;1;78;2;1;0;1;0;0;0;0;1;0;0;9,58093794475527;0,947602870893731
17;0;1;63;1;1;0;0;0;0;1;0;0;1;0;9,85953566500694;0,992808983578634
17;0;1;81;3;1;0;0;0;1;0;0;0;1;0;10,337378134828;0,900619483289661
17;0;1;63;2;0;0;0;0;1;0;0;1;0;0;10,1375578556711;0,806631426898605
17;0;1;72;1;0;0;0;0;1;0;0;1;0;0;8,95480275285097;0,734619676941303
17;1;1;60;1;1;1;0;0;0;0;0;1;0;0;9,90373752129133;0,926475340484729
17;0;1;62;2;1;0;0;0;0;1;0;1;0;0;9,74839198219039;0,892684981536198
17;1;1;65;4;1;0;1;0;0;0;0;0;1;0;9,80871522806169;0,989126883337411
17;1;0;41;4;1;0;1;0;0;0;0;0;1;0;9,2528523658028;0,90669354239249
17;0;1;48;3;1;0;1;0;0;0;0;0;1;0;9,58959838791517;0,961084056635363
17;1;1;39;4;1;0;1;0;0;0;0;0;0;1;9,79770366671424;0,880728171910313
17;0;1;59;3;1;0;0;0;0;1;0;0;0;1;10,6747062685162;0,920732815976383
17;0;0;42;4;1;0;1;0;0;0;0;1;0;0;9,72173105366687;0,790187489996236
17;1;1;73;2;1;0;1;0;0;0;0;0;1;0;9,84051225319712;0,99347272860175
17;0;1;62;3;1;0;1;0;0;0;0;0;0;1;10,7331304776846;0,95976861646712
17;0;1;67;1;1;0;0;0;0;1;0;0;1;0;8,97017781549238;0,994270069226713
17;1;1;38;4;1;0;1;0;0;0;0;0;0;1;10,0448630993077;0,939680961829895
17;0;1;27;6;1;0;1;0;0;0;0;0;1;0;9,18283655353932;0,75511063362876
17;1;1;68;3;1;0;1;0;0;0;0;1;0;0;9,46711210427038;0,941803786321717
17;1;1;59;5;1;0;1;0;0;0;0;1;0;0;8,61794309451638;0,942046511227625
17;1;1;60;2;1;0;1;0;0;0;0;0;0;1;11,0124241395816;0,974762928285885
17;1;1;54;4;1;0;1;0;0;0;0;1;0;0;9,80932019795822;0,768280927859083
17;1;1;60;5;0;0;1;0;0;0;0;1;0;0;9,34275655936544;0,911367458744501
17;1;1;54;3;0;0;1;0;0;0;0;1;0;0;8,96584549475094;0,860150343930884
17;1;1;74;2;1;0;1;0;0;0;0;1;0;0;9,44830685244477;0,985501597354139
17;1;1;49;4;1;0;1;0;0;0;0;0;1;0;8,94034228198525;0,978417084219258
17;1;1;36;3;1;0;1;0;0;0;0;0;1;0;10,2561377414534;0,966213288648863
17;0;1;70;1;1;0;1;0;0;0;0;0;0;1;9,80741708378539;0,91383411530213
17;1;1;51;3;1;0;1;0;0;0;0;1;0;0;9,72734685481725;0,828618825885286
17;1;1;78;1;1;1;0;0;0;0;0;1;0;0;9,64607600310259;0,961644807340542
17;1;1;47;4;0;0;1;0;0;0;0;1;0;0;9,57025007842484;0,81503150161235
17;1;1;43;2;0;1;0;0;0;0;0;1;0;0;10,0374938323839;0,769306092649515
17;1;1;72;2;1;0;1;0;0;0;0;0;0;1;10,8314301371507;0,969535342040023
17;1;1;63;2;1;0;1;0;0;0;0;1;0;0;9,49657139216065;0,888070592972518
17;0;1;79;1;1;0;0;0;1;0;0;1;0;0;6,29894924685594;0,918544840467631
17;1;1;54;2;1;0;0;0;0;1;0;0;1;0;9,84090267752194;0,963699742206482
17;1;1;38;5;0;0;1;0;0;0;0;1;0;0;9,02743402890806;0,848969660529283
17;1;1;69;2;1;0;1;0;0;0;0;1;0;0;9,20646621039412;0,861203743161135
17;1;1;47;4;1;0;1;0;0;0;0;1;0;0;9,37787928862778;0,81503150161235
17;1;1;69;2;1;0;1;0;0;0;0;1;0;0;9,35876037709446;0,861203743161135
17;1;1;58;2;1;0;1;0;0;0;0;0;1;0;10,0282682694334;0,982436744584244
17;0;1;55;2;1;1;0;0;0;0;0;0;1;0;10,3850491306156;0,893917128996019
17;1;1;61;2;1;0;1;0;0;0;0;1;0;0;10,0232242341385;0,850517543215485
17;1;1;68;2;1;0;1;0;0;0;0;0;1;0;9,80259850660707;0,9875044298273
17;1;1;47;3;1;1;0;0;0;0;0;0;1;0;9,68069116345414;0,954035265486255
17;1;1;62;9;1;0;1;0;0;0;0;1;0;0;9,24684761661674;0,953802676352514
17;1;1;60;2;1;0;1;0;0;0;0;0;1;0;10,0333162655075;0,991740396566746
17;1;1;51;2;1;0;1;0;0;0;0;1;0;0;10,1187064533886;0,774983228333679
17;1;1;64;3;1;0;1;0;0;0;0;1;0;0;9,26653165162593;0,98136018406649
17;1;1;69;2;1;0;1;0;0;0;0;0;1;0;9,8104215195995;0,985110848531873
17;0;1;24;1;0;1;0;0;0;0;0;0;1;0;8,79102985704596;0,561616850064306
17;1;1;46;4;1;0;1;0;0;0;0;1;0;0;9,93059675501475;0,789740567779009
17;1;1;73;1;1;0;0;0;1;0;0;0;0;1;10,7339371315322;0,955058593885852
18;1;1;64;3;1;0;1;0;0;0;0;1;0;0;9,88310625784426;0,98136018406649
18;1;1;58;4;0;0;1;0;0;0;1;0;0;0;9,96893815759867;0,866118193135453
18;1;1;65;2;1;0;1;0;0;0;0;0;1;0;9,36574740483279;0,985816776294883
18;1;1;52;4;1;0;1;0;0;0;0;0;1;0;9,63671576298454;0,91706828351734
18;1;1;48;4;1;0;1;0;0;0;0;0;1;0;9,70017113802166;0,979532334560233
18;0;1;42;4;1;0;1;0;0;0;0;0;1;0;9,83795806428613;0,877284987276241
18;0;1;68;2;0;0;0;0;1;0;0;1;0;0;9,77954810519449;0,767896584503246
18;1;1;54;5;1;0;1;0;0;0;0;1;0;0;9,6879194021553;0,84713984892829
18;1;1;71;3;1;0;1;0;0;0;0;0;1;0;9,65624340085772;0,993296748165034
18;1;1;58;4;1;0;1;0;0;0;0;0;1;0;10,0434581687896;0,854859024985266
18;1;0;45;4;1;0;1;0;0;0;0;0;0;1;9,43348392329039;0,917293820258596
18;0;1;38;5;0;0;0;1;0;0;0;0;1;0;9,26344660564575;0,710562428977949
18;1;1;37;4;0;0;1;0;0;0;0;0;1;0;8,66438091051291;0,905626862220763
18;1;1;53;4;1;0;1;0;0;0;0;0;0;1;9,60818229463328;0,956653992820582
18;1;1;42;4;1;0;1;0;0;0;0;1;0;0;10,0116421610783;0,796263578206095
18;0;1;78;2;1;0;0;0;1;0;0;1;0;0;9,07759987531098;0,831172909234553
18;1;1;41;2;1;0;1;0;0;0;0;0;0;1;10,3928852289907;0,930890004061698
18;1;1;58;3;1;0;1;0;0;0;1;0;0;0;9,28730141311231;0,948898167596268
18;1;1;71;2;1;0;1;0;0;0;0;1;0;0;9,74096862303835;0,98960957507255
18;1;1;50;4;1;0;1;0;0;0;0;1;0;0;9,19830827575234;0,792758977880454
18;1;1;50;3;1;0;1;0;0;0;0;0;0;1;10,2003564632171;0,958684278355343
18;1;1;48;4;1;0;1;0;0;0;0;1;0;0;9,40151154432245;0,87719191538477
18;1;1;67;2;1;0;1;0;0;0;0;1;0;0;10,4503364754788;0,981329050379489
18;0;1;43;5;1;0;0;0;0;1;0;0;1;0;10,0759842169175;0,876964358775509
18;0;0;48;2;1;1;0;0;0;0;0;0;1;0;9,08417227982317;0,850768770691608
18;1;1;54;3;1;0;1;0;0;0;0;1;0;0;9,92747259778659;0,860150343930884
18;1;1;52;5;1;0;1;0;0;0;0;0;1;0;8,79531182249246;0,927843771551098
18;0;1;34;2;1;0;1;0;0;0;0;0;1;0;10,4244219104504;0,798085447151583
18;0;1;36;2;1;1;0;0;0;0;0;0;1;0;10,0859202144077;0,877868214468645
18;0;1;36;2;1;0;0;0;0;1;0;0;1;0;9,92945514954929;0,908714306138797
18;1;0;45;5;1;0;1;0;0;0;0;1;0;0;9,39288626277205;0,87334420866486
18;1;0;42;1;0;1;0;0;0;0;0;0;1;0;9,54366480230667;0,657491849205942
18;1;1;66;1;1;0;1;0;0;0;0;0;1;0;9,8880185216322;0,981084957117848
18;1;1;62;2;1;0;1;0;0;0;0;0;1;0;10,2451131545166;0,990883008898882
18;1;1;56;3;1;0;1;0;0;0;0;1;0;0;9,46842197430833;0,917432225386024
18;1;1;49;5;1;0;1;0;0;0;0;0;1;0;9,24487061455098;0,903783344190481
18;1;1;47;2;1;0;0;0;0;1;0;1;0;0;9,74112547367782;0,916717173043908
18;1;1;57;1;1;0;1;0;0;0;0;0;1;0;9,795122527858;0,952873043789295
18;0;1;48;2;1;1;0;0;0;0;0;0;1;0;9,66991480573138;0,910569232432771
18;1;1;59;3;1;0;1;0;0;0;0;0;1;0;9,83937560706888;0,994967735421755
18;0;1;50;1;1;1;0;0;0;0;0;0;1;0;9,95037113843498;0,932232936794941
18;0;1;35;2;1;1;0;0;0;0;0;0;0;1;9,74813743558834;0,825253794798019
18;0;1;55;1;1;0;0;1;0;0;0;0;1;0;9,64212278840172;0,919679344949476
18;1;1;45;4;1;0;1;0;0;0;0;1;0;0;9,36224007282153;0,795984945859137
18;0;1;53;2;1;0;0;0;1;0;0;0;1;0;10,6768158926462;0,95316110367806
18;1;1;72;1;1;0;0;0;1;0;0;0;1;0;9,99510911958335;0,990777618491292
18;1;1;69;2;1;0;1;0;0;0;0;0;1;0;10,1252167709529;0,985110848531873
18;1;1;64;2;1;0;1;0;0;0;0;0;1;0;9,19027370979186;0,961189585474152
18;1;1;44;1;1;1;0;0;0;0;0;1;0;0;10,1440780174541;0,826451948062311
18;0;1;70;1;1;0;0;0;1;0;0;0;1;0;9,51510077596271;0,969147290143171
18;1;1;41;3;1;0;1;0;0;0;0;1;0;0;9,25329342761183;0,914311608022625
18;0;1;70;2;1;0;0;0;1;0;0;1;0;0;10,6106033824056;0,851187761063926
18;1;1;62;2;1;0;1;0;0;0;0;0;0;1;10,6967213663266;0,987919339346615
18;1;1;69;1;1;1;0;0;0;0;0;1;0;0;9,84548760823814;0,939496377468511
18;1;1;48;4;1;0;1;0;0;0;0;1;0;0;9,78140062547452;0,87719191538477
18;0;1;77;2;1;0;1;0;0;0;0;1;0;0;10,0357139271825;0,802884107264251
18;1;1;46;4;1;0;1;0;0;0;0;0;1;0;9,07200835913432;0,956187528266674
18;0;1;79;1;1;0;0;0;1;0;0;0;0;1;9,84638796049556;0,796530669048796
18;1;0;57;2;1;0;1;0;0;0;0;0;1;0;9,35847297976532;0,939252559404049
18;1;1;53;4;1;0;1;0;0;0;0;0;1;0;9,87381154342613;0,829868308130068
18;0;1;67;1;1;0;0;1;0;0;0;0;1;0;9,91195163094826;0,959974278287102
18;1;1;50;4;1;0;1;0;0;0;0;0;1;0;10,0246072376036;0,959917712692154
18;1;1;48;1;1;1;0;0;0;0;0;0;1;0;10,2171297266574;0,968603816140808
18;1;1;75;4;1;0;1;0;0;0;0;1;0;0;10,0895354910709;0,995747879123307
18;1;1;73;1;1;1;0;0;0;0;0;1;0;0;12,1236036634987;0,954801613693832
18;1;1;64;4;1;0;0;0;1;0;0;0;1;0;11,0288391383939;0,980202107736784
18;0;1;59;1;1;1;0;0;0;0;0;1;0;0;9,93692232862237;0,748906552968114
18;1;1;48;3;1;0;1;0;0;0;0;1;0;0;9,51241832495812;0,918436092347161
18;1;1;47;3;1;0;1;0;0;0;0;0;1;0;9,96091753433149;0,972065218283477
18;1;1;45;4;1;0;1;0;0;0;0;0;1;0;9,5753457386925;0,979733283428728
18;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,28166829257942;0,98206648359643
18;1;1;65;3;1;0;1;0;0;0;0;1;0;0;9,86723841986101;0,876090121795076
18;0;1;29;3;0;0;1;0;0;0;0;0;1;0;9,59865932124938;0,735062474488424
18;0;1;52;2;1;0;0;0;1;0;0;1;0;0;10,2284413245427;0,741840886406833
18;1;1;33;1;1;1;0;0;0;0;0;0;1;0;9,75753649705182;0,844066137781635
18;0;1;65;3;1;0;0;0;1;0;0;1;0;0;10,3623038361413;0,845269614828944
18;1;1;76;2;1;0;1;0;0;0;0;1;0;0;9,14434300943342;0,90545148794122
18;1;1;74;3;1;0;1;0;0;0;0;0;0;1;10,9695680406462;0,942772179302804
18;1;1;81;2;1;0;0;0;1;0;0;0;0;1;10,5721712608323;0,947467581073461
18;1;1;77;2;1;0;1;0;0;0;0;0;1;0;10,1423207089614;0,993364379275165
19;0;1;46;3;1;0;0;0;0;1;0;0;1;0;9,68530044772215;0,949639593586557
19;0;1;62;1;1;0;0;0;0;1;0;0;1;0;9,5542846234361;0,994040163020107
19;0;0;28;2;1;0;1;0;0;0;0;0;1;0;8,35042997353814;0,73813306169272
19;1;1;45;6;1;0;1;0;0;0;0;1;0;0;9,49356809377166;0,882683719697049
19;1;1;53;2;1;0;1;0;0;0;0;1;0;0;9,95664910065036;0,855952422125953
19;1;1;50;3;1;0;1;0;0;0;0;0;1;0;10,2151912808298;0,927065847805293
19;1;1;71;2;1;0;1;0;0;0;0;1;0;0;9,60035337552543;0,98960957507255
19;1;1;36;2;1;0;1;0;0;0;0;0;0;1;9,95322964443094;0,958190470126066
19;0;1;39;1;1;1;0;0;0;0;0;0;0;1;10,1076521372525;0,807510755459356
19;1;1;45;1;1;1;0;0;0;0;0;0;1;0;10,1849377471114;0,921586858210642
19;0;1;81;1;1;0;0;0;1;0;0;1;0;0;8,95776800997116;0,885524662298616
19;1;1;81;1;1;0;0;0;1;0;0;0;1;0;9,84463947672692;0,98620190359004
19;1;1;36;1;1;1;0;0;0;0;0;0;0;1;9,71359742624222;0,778773576829289
19;0;1;49;4;1;0;1;0;0;0;0;0;1;0;10,1520784688118;0,935625609040226
19;1;1;47;4;1;0;1;0;0;0;0;0;1;0;9,48919007564226;0,937492777457269
19;0;1;71;1;0;0;0;0;1;0;0;1;0;0;9,14580185083861;0,754095365684578
19;1;0;45;4;1;0;1;0;0;0;0;0;0;1;9,69032123641613;0,917293820258596
19;1;1;81;3;0;0;1;0;0;0;0;0;0;1;10,8343909967781;0,906205866404892
19;1;1;79;2;1;0;1;0;0;0;0;1;0;0;9,31361872142968;0,979646684336942
19;0;1;42;3;1;0;1;0;0;0;0;0;1;0;10,0603013499728;0,833110949426361
19;1;1;42;4;1;0;1;0;0;0;0;0;1;0;10,3467070977375;0,906792660878688
19;0;1;50;1;1;0;1;0;0;0;0;0;0;1;9,90298742749445;0,956949937828354
19;1;1;59;4;1;0;1;0;0;0;0;1;0;0;9,73272295606683;0,975510922493953
19;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,55718717759594;0,885524662298616
19;1;0;43;5;1;0;1;0;0;0;0;0;1;0;9,13792327712952;0,841979049517006
19;1;1;32;3;1;0;1;0;0;0;0;0;1;0;9,56474607623701;0,888963335605198
19;1;1;69;2;1;0;1;0;0;0;0;0;0;1;10,45343773089;0,978194643609027
19;1;1;74;1;1;1;0;0;0;0;0;0;1;0;9,57185359255516;0,972789776326836
19;0;1;74;5;1;0;0;0;1;0;0;1;0;0;9,13952441106399;0,838976393439528
19;1;1;47;3;1;0;1;0;0;0;0;0;1;0;9,95818878330621;0,972065218283477
19;1;1;60;1;1;1;0;0;0;0;0;0;1;0;9,89090877032927;0,968161757903646
19;1;1;57;2;1;0;0;1;0;0;0;1;0;0;10,0679279682713;0,850540329703492
19;0;1;47;1;1;1;0;0;0;0;0;0;1;0;9,57373270366244;0,902758226811513
19;1;1;65;1;1;1;0;0;0;0;0;0;1;0;9,18080856937014;0,981456869201973
19;1;1;46;3;0;0;1;0;0;0;0;0;1;0;10,1065508380161;0,915612200344233
19;1;1;68;2;1;0;1;0;0;0;0;0;0;1;10,4290047251437;0,990479746242436
19;1;1;72;2;1;0;1;0;0;0;0;1;0;0;9,4307602173688;0,981206253624822
19;1;1;32;1;1;1;0;0;0;0;0;0;0;1;9,87153238129458;0,694449346621637
19;0;0;40;1;1;0;0;0;0;1;0;0;0;1;9,0762373874527;0,87845637083234
19;1;1;66;2;1;0;1;0;0;0;0;0;1;0;9,55364634817596;0,991122412687142
19;1;1;63;2;1;0;1;0;0;0;0;0;1;0;10,2971949195188;0,98528335425243
19;1;1;65;2;1;1;0;0;0;0;0;0;1;0;10,3163695318617;0,979380376543794
19;0;1;73;1;1;0;0;0;1;0;0;1;0;0;9,34522085417;0,768409409180588
19;1;1;55;2;1;0;1;0;0;0;0;0;1;0;10,360237066209;0,902919835153025
20;1;1;48;4;1;0;1;0;0;0;0;0;1;0;7,6441535015364;0,979532334560233
20;1;1;45;4;0;0;1;0;0;0;0;1;0;0;8,62899009181811;0,795984945859137
20;1;1;56;3;1;0;1;0;0;0;0;0;1;0;10,1666399678696;0,99076528853525
20;1;1;39;2;1;1;0;0;0;0;0;0;0;1;10,1891175208618;0,897051913924271
20;1;0;52;1;1;0;1;0;0;0;0;0;1;0;9,40960098282706;0,886572168638484
20;1;1;48;1;1;1;0;0;0;0;0;1;0;0;10,1222615713324;0,873206892280368
20;1;1;46;2;1;0;1;0;0;0;0;0;1;0;11,1484007444216;0,911834899471779
20;1;1;36;4;1;0;1;0;0;0;0;0;0;1;9,79950175318935;0,9433333155154
20;1;1;53;2;1;0;1;0;0;0;0;0;1;0;10,2946959594509;0,909077020992926
41;1;1;66;3;1;0;1;0;0;0;0;1;0;0;9,95693352824175;0,910773156919439
41;0;0;39;1;1;1;0;0;0;0;0;0;0;1;10,4784703747454;0,834676973879104
41;0;1;29;1;0;1;0;0;0;0;0;1;0;0;9,27049429479593;0,558637854116414
41;1;1;81;1;1;0;0;0;1;0;0;1;0;0;9,95967883218587;0,938561117750752
41;0;1;30;2;0;0;1;0;0;0;0;0;0;1;8,63559142251221;0,696484712441595
41;1;1;40;4;1;0;1;0;0;0;0;1;0;0;9,54949607986559;0,86751902107001
41;1;1;35;2;1;1;0;0;0;0;0;0;1;0;10,2181522963178;0,888622921351579
41;1;1;36;4;1;0;1;0;0;0;0;1;0;0;9,23675044060158;0,866471652900259
41;0;1;74;1;0;0;0;0;1;0;0;1;0;0;9,24358170575598;0,729280437489548
41;1;1;80;2;0;0;1;0;0;0;0;1;0;0;9,73131432699197;0,936630596221619
41;0;1;78;1;1;0;0;0;1;0;0;1;0;0;9,61986390021185;0,924173541715256
41;0;1;80;1;1;0;0;0;1;0;0;1;0;0;9,62258246436337;0,918733274682408
41;1;1;45;4;1;0;1;0;0;0;0;1;0;0;8,95428000565498;0,795984945859137
41;1;1;40;4;1;0;1;0;0;0;0;0;1;0;10,0599620608954;0,821339701403169
41;1;1;47;4;1;0;1;0;0;0;0;1;0;0;9,56157882584605;0,81503150161235
41;0;1;75;1;1;0;0;0;1;0;0;1;0;0;9,57073837671504;0,843579362350261
41;1;1;42;2;1;0;1;0;0;0;0;0;0;1;9,99882803506314;0,892324506007981
41;1;1;36;5;1;0;1;0;0;0;0;1;0;0;9,45482131967671;0,868217581775331
41;1;1;64;2;0;0;1;0;0;0;0;1;0;0;10,2048012903422;0,932906886029832
41;1;1;69;1;1;0;1;0;0;0;0;0;1;0;9,59007733151162;0,966162181584462
41;1;1;51;4;1;0;1;0;0;0;0;0;0;1;9,50073875192219;0,964451939208095
41;0;1;48;2;1;0;0;0;0;1;0;0;1;0;10,1676450800689;0,959153527267611
41;1;1;77;2;1;0;1;0;0;0;0;1;0;0;9,91584422691012;0,953719519466408
41;1;1;81;3;1;0;1;0;0;0;0;0;0;1;10,5786744077191;0,906205866404892
41;1;1;39;6;1;0;1;0;0;0;0;0;1;0;9,25958898532744;0,843325029765129
41;1;1;48;5;1;0;1;0;0;0;0;0;1;0;9,81591657827387;0,92215566746314
41;1;1;62;2;1;0;1;0;0;0;0;1;0;0;10,1627444298422;0,929919610190213
41;1;1;65;2;1;0;1;0;0;0;0;0;0;1;10,4079731206566;0,99098326345801
41;1;1;81;1;1;0;0;0;1;0;0;1;0;0;9,81482025981996;0,938561117750752
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;9,81410974138491;0,943141520637429
41;1;1;34;3;1;0;1;0;0;0;0;0;0;1;9,90065019754883;0,918121665499149
41;1;1;34;1;1;1;0;0;0;0;0;0;1;0;10,0827210127308;0,837921794023813
41;1;1;48;3;1;0;1;0;0;0;0;1;0;0;9,77795267383028;0,918436092347161
41;1;1;49;4;1;0;1;0;0;0;0;0;1;0;9,65797613019967;0,978417084219258
41;1;1;56;2;1;0;0;0;0;1;0;1;0;0;10,2882736494359;0,862490053053604
41;1;1;66;3;1;0;1;0;0;0;0;1;0;0;9,60420512201803;0,910773156919439
41;1;1;52;4;1;0;1;0;0;0;0;0;1;0;8,98669669562029;0,91706828351734
41;1;1;51;1;1;0;0;0;0;1;0;0;1;0;9,96528795344157;0,977063266558695
41;0;1;43;3;1;0;0;1;0;0;0;0;0;1;9,67926703274951;0,858568073083636
41;1;1;37;3;1;0;0;1;0;0;0;1;0;0;10,0333211445905;0,825425110097544
41;1;1;44;1;0;1;0;0;0;0;0;0;1;0;9,33978843916307;0,770054234340759
41;0;1;78;1;1;0;0;0;1;0;0;1;0;0;9,84649383101601;0,924173541715256
41;0;1;65;2;1;0;0;0;1;0;0;1;0;0;8,30877403541829;0,821310154977223
41;1;1;68;3;1;0;1;0;0;0;0;1;0;0;9,52861226838197;0,941803786321717
41;1;1;30;3;1;0;1;0;0;0;0;0;1;0;10,0955302241463;0,82869554633353
41;0;1;41;1;0;0;0;1;0;0;0;0;1;0;8,67180090964268;0,801981619986719
41;1;1;67;3;1;0;1;0;0;0;0;1;0;0;9,93005645257827;0,95296978027416
41;1;1;55;2;1;0;1;0;0;0;0;1;0;0;9,60256262392707;0,914840230622187
41;1;1;26;2;1;0;1;0;0;0;0;0;1;0;10,1386650711375;0,732795161549747
41;1;1;56;3;1;0;1;0;0;0;0;0;1;0;9,35794107604175;0,99076528853525
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;9,76667459116404;0,943141520637429
41;0;1;77;1;1;0;0;0;1;0;0;1;0;0;9,06357899058078;0,806771523096045
41;1;1;58;2;1;0;1;0;0;0;0;1;0;0;10,1723944697889;0,934134589745565
41;1;1;81;2;1;0;1;0;0;0;0;1;0;0;10,3374321320742;0,98206648359643
41;0;1;76;2;0;0;1;0;0;0;0;1;0;0;8,69795798157758;0,78225522821326
41;1;1;54;3;1;0;1;0;0;0;0;0;1;0;9,835422821622;0,960877760020052
41;0;1;75;1;1;0;0;1;0;0;0;1;0;0;9,44232472795587;0,859957887474636
41;1;1;65;2;1;0;1;0;0;0;0;0;1;0;10,5327182405919;0,985816776294883
41;1;1;48;1;1;0;0;1;0;0;0;0;1;0;9,69977891386053;0,92293164550708
41;0;1;64;1;1;0;0;0;1;0;0;0;1;0;10,0654363195221;0,981246835594857
41;0;1;45;3;1;0;0;1;0;0;0;0;1;0;9,79410662026784;0,856678149092175
41;1;1;80;2;1;0;1;0;0;0;1;0;0;0;10,060291851115;0,956179237188379
41;1;1;45;4;1;0;1;0;0;0;0;1;0;0;9,51181968055264;0,795984945859137
41;1;1;45;3;1;0;1;0;0;0;0;1;0;0;9,26045241350921;0,890070960518656
41;0;1;61;2;1;1;0;0;0;0;0;0;0;1;10,3830701565622;0,933696713437441
41;1;1;46;1;1;1;0;0;0;0;0;0;0;1;10,113788995837;0,910636002832562
41;1;1;44;1;0;0;1;0;0;0;0;1;0;0;9,32366905728319;0,799166715448846
41;0;1;62;1;1;0;0;0;1;0;0;0;1;0;8,99168672593482;0,978371461011192
41;1;1;81;2;1;0;1;0;0;0;0;1;0;0;9,75006438559052;0,98206648359643
41;1;1;60;1;1;1;0;0;0;0;0;0;0;1;11,4152575077921;0,963850437556833
41;0;1;53;2;1;0;0;0;0;1;0;0;1;0;9,89595928611534;0,969139784475453
41;1;1;69;3;1;0;1;0;0;0;0;1;0;0;9,64361518072361;0,929755338862067
41;0;1;81;1;0;0;0;0;1;0;1;0;0;0;9,42786818450476;0,595999027409185
41;1;1;81;2;1;0;1;0;0;0;0;0;1;0;9,93459854756118;0,984021693788961
41;1;1;38;4;1;0;1;0;0;0;0;1;0;0;9,13397344006222;0,853294280876231
41;1;1;62;1;1;0;0;0;1;0;0;1;0;0;9,7291936874294;0,944346448838994
41;0;1;81;1;1;0;0;0;1;0;0;1;0;0;9,82644450803782;0,885524662298616
41;1;1;43;1;1;0;0;1;0;0;0;0;0;1;10,0934878852571;0,794791513810242
41;1;1;43;4;1;0;1;0;0;0;0;0;1;0;8,28927636136133;0,942431076660033
41;1;1;71;4;1;0;1;0;0;0;0;1;0;0;9,15114223225022;0,995716688547462
41;1;1;55;4;1;0;1;0;0;0;0;1;0;0;9,99730571073868;0,886069478411757
41;0;1;79;1;1;0;0;0;1;0;0;0;1;0;10,1420712883382;0,897968285258922
41;1;1;70;2;1;0;1;0;0;0;0;1;0;0;9,90585142289179;0,943141520637429
41;0;1;81;1;1;0;0;0;1;0;0;0;0;1;10,274119640804;0,774857370480472
41;0;0;50;5;0;0;0;0;0;1;0;0;0;1;8,07620452723903;0,805922901984666
41;1;1;58;4;1;0;1;0;0;0;0;0;0;1;10,2195675595084;0,908245494073567
41;1;1;52;4;1;0;1;0;0;0;0;0;1;0;9,60124667986322;0,91706828351734
41;1;1;55;3;0;0;1;0;0;0;0;0;0;1;10,7552504298825;0,89328009145126
41;1;1;42;1;1;0;1;0;0;0;0;1;0;0;10,4332919348999;0,8576038806197
41;1;1;57;1;1;0;0;0;1;0;0;0;0;1;11,2044146389347;0,917112525125285
41;0;1;40;1;1;1;0;0;0;0;0;0;1;0;10,7947065999813;0,915190449942909
41;1;1;59;3;1;0;0;0;1;0;0;0;1;0;9,62486432457269;0,97927125480859
41;0;1;53;1;1;0;0;0;1;0;0;0;0;1;9,17699039229463;0,932992415909947
41;0;1;56;3;1;0;1;0;0;0;0;0;1;0;9,17388383496557;0,929811282970599
41;1;1;75;2;1;0;1;0;0;0;0;1;0;0;9,63014659757406;0,975322034660369
41;1;1;49;4;1;0;1;0;0;0;0;0;1;0;9,81239671950556;0,978417084219258
41;1;1;55;4;1;0;1;0;0;0;0;1;0;0;9,19083130158796;0,886069478411757
41;1;1;81;1;1;0;0;0;1;0;0;0;1;0;10,2441652196399;0,98620190359004
41;0;1;63;1;1;1;0;0;0;0;0;0;1;0;9,71619365411562;0,973759293857027
41;1;1;68;4;1;0;1;0;0;0;0;0;0;1;9,88450858593833;0,920835735424744
41;1;1;44;5;1;0;1;0;0;0;0;1;0;0;9,70571649544526;0,868689703846665
41;1;1;46;4;1;0;1;0;0;0;0;1;0;0;9,53538704038793;0,789740567779009
41;1;1;56;5;1;0;1;0;0;0;0;0;1;0;9,41273684987335;0,951918336845088
41;1;1;56;4;1;0;1;0;0;0;0;0;0;1;10,3755390833992;0,937356929530239
41;1;1;65;1;1;1;0;0;0;0;0;0;0;1;11,4369942933364;0,975083203715655
